f1,f2,f3,f4,f5,trial,true_category,response,correct,performance,agent,scaling,weight_type
0,0,1,1,0,13,0,0,1,0.46153846153846156,6,0.7000000000000001,skewed5
1,0,1,1,0,14,1,1,1,0.5,6,0.7000000000000001,skewed5
0,1,1,1,0,15,0,1,0,0.4666666666666667,6,0.7000000000000001,skewed5
1,1,1,1,0,16,1,0,0,0.4375,6,0.7000000000000001,skewed5
0,0,0,0,1,17,0,1,0,0.4117647058823529,6,0.7000000000000001,skewed5
1,0,0,0,1,18,1,0,0,0.3888888888888889,6,0.7000000000000001,skewed5
0,1,0,0,1,19,0,0,1,0.42105263157894735,6,0.7000000000000001,skewed5
1,1,0,0,1,20,1,0,0,0.4,6,0.7000000000000001,skewed5
0,0,1,0,1,21,0,1,0,0.38095238095238093,6,0.7000000000000001,skewed5
1,0,1,0,1,22,1,0,0,0.36363636363636365,6,0.7000000000000001,skewed5
0,1,1,0,1,23,0,0,1,0.391304347826087,6,0.7000000000000001,skewed5
1,1,1,0,1,24,1,0,0,0.375,6,0.7000000000000001,skewed5
0,0,0,1,1,25,0,1,0,0.36,6,0.7000000000000001,skewed5
1,0,0,1,1,26,1,1,1,0.38461538461538464,6,0.7000000000000001,skewed5
0,1,0,1,1,27,0,1,0,0.37037037037037035,6,0.7000000000000001,skewed5
1,1,0,1,1,28,1,1,1,0.39285714285714285,6,0.7000000000000001,skewed5
0,0,1,1,1,29,0,1,0,0.3793103448275862,6,0.7000000000000001,skewed5
1,0,1,1,1,30,1,0,0,0.36666666666666664,6,0.7000000000000001,skewed5
0,1,1,1,1,31,0,0,1,0.3870967741935484,6,0.7000000000000001,skewed5
1,1,1,1,1,32,1,1,1,0.40625,6,0.7000000000000001,skewed5
0,0,0,0,0,1,0,1,0,0,6,0.9,equal
1,0,0,0,0,2,1,0,0,0,6,0.9,equal
0,1,0,0,0,3,0,0,1,0.3333333333333333,6,0.9,equal
1,1,0,0,0,4,1,1,1,0.5,6,0.9,equal
0,0,1,0,0,5,0,0,1,0.6,6,0.9,equal
1,0,1,0,0,6,1,1,1,0.6666666666666666,6,0.9,equal
0,1,1,0,0,7,0,0,1,0.7142857142857143,6,0.9,equal
1,1,1,0,0,8,1,1,1,0.75,6,0.9,equal
0,0,0,1,0,9,0,0,1,0.7777777777777778,6,0.9,equal
1,0,0,1,0,10,1,0,0,0.7,6,0.9,equal
0,1,0,1,0,11,0,0,1,0.7272727272727273,6,0.9,equal
1,1,0,1,0,12,1,0,0,0.6666666666666666,6,0.9,equal
0,0,1,1,0,13,0,0,1,0.6923076923076923,6,0.9,equal
1,0,1,1,0,14,1,0,0,0.6428571428571429,6,0.9,equal
0,1,1,1,0,15,0,0,1,0.6666666666666666,6,0.9,equal
1,1,1,1,0,16,1,1,1,0.6875,6,0.9,equal
0,0,0,0,1,17,0,1,0,0.6470588235294118,6,0.9,equal
1,0,0,0,1,18,1,1,1,0.6666666666666666,6,0.9,equal
0,1,0,0,1,19,0,1,0,0.631578947368421,6,0.9,equal
1,1,0,0,1,20,1,0,0,0.6,6,0.9,equal
0,0,1,0,1,21,0,0,1,0.6190476190476191,6,0.9,equal
1,0,1,0,1,22,1,0,0,0.5909090909090909,6,0.9,equal
0,1,1,0,1,23,0,1,0,0.5652173913043478,6,0.9,equal
1,1,1,0,1,24,1,0,0,0.5416666666666666,6,0.9,equal
0,0,0,1,1,25,0,0,1,0.56,6,0.9,equal
1,0,0,1,1,26,1,0,0,0.5384615384615384,6,0.9,equal
0,1,0,1,1,27,0,1,0,0.5185185185185185,6,0.9,equal
1,1,0,1,1,28,1,1,1,0.5357142857142857,6,0.9,equal
0,0,1,1,1,29,0,1,0,0.5172413793103449,6,0.9,equal
1,0,1,1,1,30,1,1,1,0.5333333333333333,6,0.9,equal
0,1,1,1,1,31,0,0,1,0.5483870967741935,6,0.9,equal
1,1,1,1,1,32,1,1,1,0.5625,6,0.9,equal
0,0,0,0,0,1,0,1,0,0,6,0.9,skewed1
1,0,0,0,0,2,1,0,0,0,6,0.9,skewed1
0,1,0,0,0,3,0,0,1,0.3333333333333333,6,0.9,skewed1
1,1,0,0,0,4,1,1,1,0.5,6,0.9,skewed1
0,0,1,0,0,5,0,0,1,0.6,6,0.9,skewed1
1,0,1,0,0,6,1,1,1,0.6666666666666666,6,0.9,skewed1
0,1,1,0,0,7,0,0,1,0.7142857142857143,6,0.9,skewed1
1,1,1,0,0,8,1,1,1,0.75,6,0.9,skewed1
0,0,0,1,0,9,0,0,1,0.7777777777777778,6,0.9,skewed1
1,0,0,1,0,10,1,1,1,0.8,6,0.9,skewed1
0,1,0,1,0,11,0,0,1,0.8181818181818182,6,0.9,skewed1
1,1,0,1,0,12,1,1,1,0.8333333333333334,6,0.9,skewed1
0,0,1,1,0,13,0,0,1,0.8461538461538461,6,0.9,skewed1
1,0,1,1,0,14,1,0,0,0.7857142857142857,6,0.9,skewed1
0,1,1,1,0,15,0,0,1,0.8,6,0.9,skewed1
1,1,1,1,0,16,1,1,1,0.8125,6,0.9,skewed1
0,0,0,0,1,17,0,0,1,0.8235294117647058,6,0.9,skewed1
1,0,0,0,1,18,1,1,1,0.8333333333333334,6,0.9,skewed1
0,1,0,0,1,19,0,0,1,0.8421052631578947,6,0.9,skewed1
1,1,0,0,1,20,1,0,0,0.8,6,0.9,skewed1
0,0,1,0,1,21,0,0,1,0.8095238095238095,6,0.9,skewed1
1,0,1,0,1,22,1,0,0,0.7727272727272727,6,0.9,skewed1
0,1,1,0,1,23,0,0,1,0.782608695652174,6,0.9,skewed1
1,1,1,0,1,24,1,1,1,0.7916666666666666,6,0.9,skewed1
0,0,0,1,1,25,0,0,1,0.8,6,0.9,skewed1
1,0,0,1,1,26,1,1,1,0.8076923076923077,6,0.9,skewed1
0,1,0,1,1,27,0,0,1,0.8148148148148148,6,0.9,skewed1
1,1,0,1,1,28,1,1,1,0.8214285714285714,6,0.9,skewed1
0,0,1,1,1,29,0,0,1,0.8275862068965517,6,0.9,skewed1
1,0,1,1,1,30,1,1,1,0.8333333333333334,6,0.9,skewed1
0,1,1,1,1,31,0,0,1,0.8387096774193549,6,0.9,skewed1
1,1,1,1,1,32,1,1,1,0.84375,6,0.9,skewed1
0,0,0,0,0,1,0,1,0,0,6,0.9,skewed2
1,0,0,0,0,2,1,0,0,0,6,0.9,skewed2
0,1,0,0,0,3,0,1,0,0,6,0.9,skewed2
1,1,0,0,0,4,1,0,0,0,6,0.9,skewed2
0,0,1,0,0,5,0,0,1,0.2,6,0.9,skewed2
1,0,1,0,0,6,1,0,0,0.16666666666666666,6,0.9,skewed2
0,1,1,0,0,7,0,0,1,0.2857142857142857,6,0.9,skewed2
1,1,1,0,0,8,1,0,0,0.25,6,0.9,skewed2
0,0,0,1,0,9,0,0,1,0.3333333333333333,6,0.9,skewed2
1,0,0,1,0,10,1,1,1,0.4,6,0.9,skewed2
0,1,0,1,0,11,0,0,1,0.45454545454545453,6,0.9,skewed2
1,1,0,1,0,12,1,1,1,0.5,6,0.9,skewed2
0,0,1,1,0,13,0,1,0,0.46153846153846156,6,0.9,skewed2
1,0,1,1,0,14,1,1,1,0.5,6,0.9,skewed2
0,1,1,1,0,15,0,0,1,0.5333333333333333,6,0.9,skewed2
1,1,1,1,0,16,1,0,0,0.5,6,0.9,skewed2
0,0,0,0,1,17,0,1,0,0.47058823529411764,6,0.9,skewed2
1,0,0,0,1,18,1,0,0,0.4444444444444444,6,0.9,skewed2
0,1,0,0,1,19,0,1,0,0.42105263157894735,6,0.9,skewed2
1,1,0,0,1,20,1,1,1,0.45,6,0.9,skewed2
0,0,1,0,1,21,0,0,1,0.47619047619047616,6,0.9,skewed2
1,0,1,0,1,22,1,1,1,0.5,6,0.9,skewed2
0,1,1,0,1,23,0,1,0,0.4782608695652174,6,0.9,skewed2
1,1,1,0,1,24,1,1,1,0.5,6,0.9,skewed2
0,0,0,1,1,25,0,0,1,0.52,6,0.9,skewed2
1,0,0,1,1,26,1,1,1,0.5384615384615384,6,0.9,skewed2
0,1,0,1,1,27,0,1,0,0.5185185185185185,6,0.9,skewed2
1,1,0,1,1,28,1,0,0,0.5,6,0.9,skewed2
0,0,1,1,1,29,0,1,0,0.4827586206896552,6,0.9,skewed2
1,0,1,1,1,30,1,0,0,0.4666666666666667,6,0.9,skewed2
0,1,1,1,1,31,0,0,1,0.4838709677419355,6,0.9,skewed2
1,1,1,1,1,32,1,0,0,0.46875,6,0.9,skewed2
0,0,0,0,0,1,0,1,0,0,6,0.9,skewed3
1,0,0,0,0,2,1,0,0,0,6,0.9,skewed3
0,1,0,0,0,3,0,1,0,0,6,0.9,skewed3
1,1,0,0,0,4,1,0,0,0,6,0.9,skewed3
0,0,1,0,0,5,0,0,1,0.2,6,0.9,skewed3
1,0,1,0,0,6,1,0,0,0.16666666666666666,6,0.9,skewed3
0,1,1,0,0,7,0,0,1,0.2857142857142857,6,0.9,skewed3
1,1,1,0,0,8,1,0,0,0.25,6,0.9,skewed3
0,0,0,1,0,9,0,0,1,0.3333333333333333,6,0.9,skewed3
1,0,0,1,0,10,1,1,1,0.4,6,0.9,skewed3
0,1,0,1,0,11,0,0,1,0.45454545454545453,6,0.9,skewed3
1,1,0,1,0,12,1,1,1,0.5,6,0.9,skewed3
0,0,1,1,0,13,0,1,0,0.46153846153846156,6,0.9,skewed3
1,0,1,1,0,14,1,1,1,0.5,6,0.9,skewed3
0,1,1,1,0,15,0,0,1,0.5333333333333333,6,0.9,skewed3
1,1,1,1,0,16,1,0,0,0.5,6,0.9,skewed3
0,0,0,0,1,17,0,1,0,0.47058823529411764,6,0.9,skewed3
1,0,0,0,1,18,1,0,0,0.4444444444444444,6,0.9,skewed3
0,1,0,0,1,19,0,1,0,0.42105263157894735,6,0.9,skewed3
1,1,0,0,1,20,1,1,1,0.45,6,0.9,skewed3
0,0,1,0,1,21,0,0,1,0.47619047619047616,6,0.9,skewed3
1,0,1,0,1,22,1,1,1,0.5,6,0.9,skewed3
0,1,1,0,1,23,0,1,0,0.4782608695652174,6,0.9,skewed3
1,1,1,0,1,24,1,1,1,0.5,6,0.9,skewed3
0,0,0,1,1,25,0,0,1,0.52,6,0.9,skewed3
1,0,0,1,1,26,1,1,1,0.5384615384615384,6,0.9,skewed3
0,1,0,1,1,27,0,1,0,0.5185185185185185,6,0.9,skewed3
1,1,0,1,1,28,1,0,0,0.5,6,0.9,skewed3
0,0,1,1,1,29,0,1,0,0.4827586206896552,6,0.9,skewed3
1,0,1,1,1,30,1,0,0,0.4666666666666667,6,0.9,skewed3
0,1,1,1,1,31,0,0,1,0.4838709677419355,6,0.9,skewed3
1,1,1,1,1,32,1,0,0,0.46875,6,0.9,skewed3
0,0,0,0,0,1,0,1,0,0,6,0.9,skewed4
1,0,0,0,0,2,1,0,0,0,6,0.9,skewed4
0,1,0,0,0,3,0,1,0,0,6,0.9,skewed4
1,1,0,0,0,4,1,0,0,0,6,0.9,skewed4
0,0,1,0,0,5,0,0,1,0.2,6,0.9,skewed4
1,0,1,0,0,6,1,0,0,0.16666666666666666,6,0.9,skewed4
0,1,1,0,0,7,0,0,1,0.2857142857142857,6,0.9,skewed4
1,1,1,0,0,8,1,0,0,0.25,6,0.9,skewed4
0,0,0,1,0,9,0,0,1,0.3333333333333333,6,0.9,skewed4
1,0,0,1,0,10,1,0,0,0.3,6,0.9,skewed4
0,1,0,1,0,11,0,0,1,0.36363636363636365,6,0.9,skewed4
1,1,0,1,0,12,1,1,1,0.4166666666666667,6,0.9,skewed4
0,0,1,1,0,13,0,1,0,0.38461538461538464,6,0.9,skewed4
1,0,1,1,0,14,1,1,1,0.42857142857142855,6,0.9,skewed4
0,1,1,1,0,15,0,0,1,0.4666666666666667,6,0.9,skewed4
1,1,1,1,0,16,1,0,0,0.4375,6,0.9,skewed4
0,0,0,0,1,17,0,1,0,0.4117647058823529,6,0.9,skewed4
1,0,0,0,1,18,1,0,0,0.3888888888888889,6,0.9,skewed4
0,1,0,0,1,19,0,1,0,0.3684210526315789,6,0.9,skewed4
1,1,0,0,1,20,1,1,1,0.4,6,0.9,skewed4
0,0,1,0,1,21,0,0,1,0.42857142857142855,6,0.9,skewed4
1,0,1,0,1,22,1,1,1,0.45454545454545453,6,0.9,skewed4
0,1,1,0,1,23,0,1,0,0.43478260869565216,6,0.9,skewed4
1,1,1,0,1,24,1,1,1,0.4583333333333333,6,0.9,skewed4
0,0,0,1,1,25,0,0,1,0.48,6,0.9,skewed4
1,0,0,1,1,26,1,1,1,0.5,6,0.9,skewed4
0,1,0,1,1,27,0,1,0,0.48148148148148145,6,0.9,skewed4
1,1,0,1,1,28,1,0,0,0.4642857142857143,6,0.9,skewed4
0,0,1,1,1,29,0,1,0,0.4482758620689655,6,0.9,skewed4
1,0,1,1,1,30,1,0,0,0.43333333333333335,6,0.9,skewed4
0,1,1,1,1,31,0,0,1,0.45161290322580644,6,0.9,skewed4
1,1,1,1,1,32,1,0,0,0.4375,6,0.9,skewed4
0,0,0,0,0,1,0,1,0,0,6,0.9,skewed5
1,0,0,0,0,2,1,0,0,0,6,0.9,skewed5
0,1,0,0,0,3,0,1,0,0,6,0.9,skewed5
1,1,0,0,0,4,1,0,0,0,6,0.9,skewed5
0,0,1,0,0,5,0,0,1,0.2,6,0.9,skewed5
1,0,1,0,0,6,1,0,0,0.16666666666666666,6,0.9,skewed5
0,1,1,0,0,7,0,0,1,0.2857142857142857,6,0.9,skewed5
1,1,1,0,0,8,1,0,0,0.25,6,0.9,skewed5
0,0,0,1,0,9,0,0,1,0.3333333333333333,6,0.9,skewed5
1,0,0,1,0,10,1,1,1,0.4,6,0.9,skewed5
0,1,0,1,0,11,0,0,1,0.45454545454545453,6,0.9,skewed5
1,1,0,1,0,12,1,1,1,0.5,6,0.9,skewed5
0,0,1,1,0,13,0,1,0,0.46153846153846156,6,0.9,skewed5
1,0,1,1,0,14,1,1,1,0.5,6,0.9,skewed5
0,1,1,1,0,15,0,0,1,0.5333333333333333,6,0.9,skewed5
1,1,1,1,0,16,1,1,1,0.5625,6,0.9,skewed5
0,0,0,0,1,17,0,1,0,0.5294117647058824,6,0.9,skewed5
1,0,0,0,1,18,1,0,0,0.5,6,0.9,skewed5
0,1,0,0,1,19,0,1,0,0.47368421052631576,6,0.9,skewed5
1,1,0,0,1,20,1,1,1,0.5,6,0.9,skewed5
0,0,1,0,1,21,0,0,1,0.5238095238095238,6,0.9,skewed5
1,0,1,0,1,22,1,1,1,0.5454545454545454,6,0.9,skewed5
0,1,1,0,1,23,0,1,0,0.5217391304347826,6,0.9,skewed5
1,1,1,0,1,24,1,1,1,0.5416666666666666,6,0.9,skewed5
0,0,0,1,1,25,0,0,1,0.56,6,0.9,skewed5
1,0,0,1,1,26,1,1,1,0.5769230769230769,6,0.9,skewed5
0,1,0,1,1,27,0,1,0,0.5555555555555556,6,0.9,skewed5
1,1,0,1,1,28,1,0,0,0.5357142857142857,6,0.9,skewed5
0,0,1,1,1,29,0,1,0,0.5172413793103449,6,0.9,skewed5
1,0,1,1,1,30,1,0,0,0.5,6,0.9,skewed5
0,1,1,1,1,31,0,0,1,0.5161290322580645,6,0.9,skewed5
1,1,1,1,1,32,1,0,0,0.5,6,0.9,skewed5
0,0,0,0,0,1,0,0,1,1,6,1.1,equal
1,0,0,0,0,2,1,0,0,0.5,6,1.1,equal
0,1,0,0,0,3,0,1,0,0.3333333333333333,6,1.1,equal
1,1,0,0,0,4,1,0,0,0.25,6,1.1,equal
0,0,1,0,0,5,0,1,0,0.2,6,1.1,equal
1,0,1,0,0,6,1,0,0,0.16666666666666666,6,1.1,equal
0,1,1,0,0,7,0,0,1,0.2857142857142857,6,1.1,equal
1,1,1,0,0,8,1,0,0,0.25,6,1.1,equal
0,0,0,1,0,9,0,1,0,0.2222222222222222,6,1.1,equal
1,0,0,1,0,10,1,0,0,0.2,6,1.1,equal
0,1,0,1,0,11,0,0,1,0.2727272727272727,6,1.1,equal
1,1,0,1,0,12,1,0,0,0.25,6,1.1,equal
0,0,1,1,0,13,0,1,0,0.23076923076923078,6,1.1,equal
1,0,1,1,0,14,1,1,1,0.2857142857142857,6,1.1,equal
0,1,1,1,0,15,0,1,0,0.26666666666666666,6,1.1,equal
1,1,1,1,0,16,1,1,1,0.3125,6,1.1,equal
0,0,0,0,1,17,0,1,0,0.29411764705882354,6,1.1,equal
1,0,0,0,1,18,1,0,0,0.2777777777777778,6,1.1,equal
0,1,0,0,1,19,0,0,1,0.3157894736842105,6,1.1,equal
1,1,0,0,1,20,1,0,0,0.3,6,1.1,equal
0,0,1,0,1,21,0,0,1,0.3333333333333333,6,1.1,equal
1,0,1,0,1,22,1,1,1,0.36363636363636365,6,1.1,equal
0,1,1,0,1,23,0,1,0,0.34782608695652173,6,1.1,equal
1,1,1,0,1,24,1,0,0,0.3333333333333333,6,1.1,equal
0,0,0,1,1,25,0,0,1,0.36,6,1.1,equal
1,0,0,1,1,26,1,1,1,0.38461538461538464,6,1.1,equal
0,1,0,1,1,27,0,1,0,0.37037037037037035,6,1.1,equal
1,1,0,1,1,28,1,1,1,0.39285714285714285,6,1.1,equal
0,0,1,1,1,29,0,0,1,0.41379310344827586,6,1.1,equal
1,0,1,1,1,30,1,1,1,0.43333333333333335,6,1.1,equal
0,1,1,1,1,31,0,0,1,0.45161290322580644,6,1.1,equal
1,1,1,1,1,32,1,1,1,0.46875,6,1.1,equal
0,0,0,0,0,1,0,0,1,1,6,1.1,skewed1
1,0,0,0,0,2,1,0,0,0.5,6,1.1,skewed1
0,1,0,0,0,3,0,0,1,0.6666666666666666,6,1.1,skewed1
1,1,0,0,0,4,1,0,0,0.5,6,1.1,skewed1
0,0,1,0,0,5,0,1,0,0.4,6,1.1,skewed1
1,0,1,0,0,6,1,1,1,0.5,6,1.1,skewed1
0,1,1,0,0,7,0,0,1,0.5714285714285714,6,1.1,skewed1
1,1,1,0,0,8,1,0,0,0.5,6,1.1,skewed1
0,0,0,1,0,9,0,1,0,0.4444444444444444,6,1.1,skewed1
1,0,0,1,0,10,1,0,0,0.4,6,1.1,skewed1
0,1,0,1,0,11,0,0,1,0.45454545454545453,6,1.1,skewed1
1,1,0,1,0,12,1,0,0,0.4166666666666667,6,1.1,skewed1
0,0,1,1,0,13,0,1,0,0.38461538461538464,6,1.1,skewed1
1,0,1,1,0,14,1,1,1,0.42857142857142855,6,1.1,skewed1
0,1,1,1,0,15,0,0,1,0.4666666666666667,6,1.1,skewed1
1,1,1,1,0,16,1,1,1,0.5,6,1.1,skewed1
0,0,0,0,1,17,0,0,1,0.5294117647058824,6,1.1,skewed1
1,0,0,0,1,18,1,1,1,0.5555555555555556,6,1.1,skewed1
0,1,0,0,1,19,0,0,1,0.5789473684210527,6,1.1,skewed1
1,1,0,0,1,20,1,1,1,0.6,6,1.1,skewed1
0,0,1,0,1,21,0,0,1,0.6190476190476191,6,1.1,skewed1
1,0,1,0,1,22,1,1,1,0.6363636363636364,6,1.1,skewed1
0,1,1,0,1,23,0,0,1,0.6521739130434783,6,1.1,skewed1
1,1,1,0,1,24,1,0,0,0.625,6,1.1,skewed1
0,0,0,1,1,25,0,0,1,0.64,6,1.1,skewed1
1,0,0,1,1,26,1,1,1,0.6538461538461539,6,1.1,skewed1
0,1,0,1,1,27,0,1,0,0.6296296296296297,6,1.1,skewed1
1,1,0,1,1,28,1,1,1,0.6428571428571429,6,1.1,skewed1
0,0,1,1,1,29,0,0,1,0.6551724137931034,6,1.1,skewed1
1,0,1,1,1,30,1,1,1,0.6666666666666666,6,1.1,skewed1
0,1,1,1,1,31,0,0,1,0.6774193548387096,6,1.1,skewed1
1,1,1,1,1,32,1,1,1,0.6875,6,1.1,skewed1
0,0,0,0,0,1,0,0,1,1,6,1.1,skewed2
1,0,0,0,0,2,1,0,0,0.5,6,1.1,skewed2
0,1,0,0,0,3,0,1,0,0.3333333333333333,6,1.1,skewed2
1,1,0,0,0,4,1,1,1,0.5,6,1.1,skewed2
0,0,1,0,0,5,0,1,0,0.4,6,1.1,skewed2
1,0,1,0,0,6,1,1,1,0.5,6,1.1,skewed2
0,1,1,0,0,7,0,0,1,0.5714285714285714,6,1.1,skewed2
1,1,1,0,0,8,1,1,1,0.625,6,1.1,skewed2
0,0,0,1,0,9,0,1,0,0.5555555555555556,6,1.1,skewed2
1,0,0,1,0,10,1,1,1,0.6,6,1.1,skewed2
0,1,0,1,0,11,0,0,1,0.6363636363636364,6,1.1,skewed2
1,1,0,1,0,12,1,1,1,0.6666666666666666,6,1.1,skewed2
0,0,1,1,0,13,0,1,0,0.6153846153846154,6,1.1,skewed2
1,0,1,1,0,14,1,0,0,0.5714285714285714,6,1.1,skewed2
0,1,1,1,0,15,0,1,0,0.5333333333333333,6,1.1,skewed2
1,1,1,1,0,16,1,0,0,0.5,6,1.1,skewed2
0,0,0,0,1,17,0,1,0,0.47058823529411764,6,1.1,skewed2
1,0,0,0,1,18,1,1,1,0.5,6,1.1,skewed2
0,1,0,0,1,19,0,0,1,0.5263157894736842,6,1.1,skewed2
1,1,0,0,1,20,1,1,1,0.55,6,1.1,skewed2
0,0,1,0,1,21,0,0,1,0.5714285714285714,6,1.1,skewed2
1,0,1,0,1,22,1,0,0,0.5454545454545454,6,1.1,skewed2
0,1,1,0,1,23,0,1,0,0.5217391304347826,6,1.1,skewed2
1,1,1,0,1,24,1,1,1,0.5416666666666666,6,1.1,skewed2
0,0,0,1,1,25,0,0,1,0.56,6,1.1,skewed2
1,0,0,1,1,26,1,1,1,0.5769230769230769,6,1.1,skewed2
0,1,0,1,1,27,0,1,0,0.5555555555555556,6,1.1,skewed2
1,1,0,1,1,28,1,0,0,0.5357142857142857,6,1.1,skewed2
0,0,1,1,1,29,0,0,1,0.5517241379310345,6,1.1,skewed2
1,0,1,1,1,30,1,0,0,0.5333333333333333,6,1.1,skewed2
0,1,1,1,1,31,0,0,1,0.5483870967741935,6,1.1,skewed2
1,1,1,1,1,32,1,0,0,0.53125,6,1.1,skewed2
0,0,0,0,0,1,0,0,1,1,6,1.1,skewed3
1,0,0,0,0,2,1,0,0,0.5,6,1.1,skewed3
0,1,0,0,0,3,0,1,0,0.3333333333333333,6,1.1,skewed3
1,1,0,0,0,4,1,1,1,0.5,6,1.1,skewed3
0,0,1,0,0,5,0,1,0,0.4,6,1.1,skewed3
1,0,1,0,0,6,1,1,1,0.5,6,1.1,skewed3
0,1,1,0,0,7,0,0,1,0.5714285714285714,6,1.1,skewed3
1,1,1,0,0,8,1,1,1,0.625,6,1.1,skewed3
0,0,0,1,0,9,0,1,0,0.5555555555555556,6,1.1,skewed3
1,0,0,1,0,10,1,1,1,0.6,6,1.1,skewed3
0,1,0,1,0,11,0,0,1,0.6363636363636364,6,1.1,skewed3
1,1,0,1,0,12,1,1,1,0.6666666666666666,6,1.1,skewed3
0,0,1,1,0,13,0,1,0,0.6153846153846154,6,1.1,skewed3
1,0,1,1,0,14,1,0,0,0.5714285714285714,6,1.1,skewed3
0,1,1,1,0,15,0,1,0,0.5333333333333333,6,1.1,skewed3
1,1,1,1,0,16,1,0,0,0.5,6,1.1,skewed3
0,0,0,0,1,17,0,1,0,0.47058823529411764,6,1.1,skewed3
1,0,0,0,1,18,1,1,1,0.5,6,1.1,skewed3
0,1,0,0,1,19,0,0,1,0.5263157894736842,6,1.1,skewed3
1,1,0,0,1,20,1,1,1,0.55,6,1.1,skewed3
0,0,1,0,1,21,0,0,1,0.5714285714285714,6,1.1,skewed3
1,0,1,0,1,22,1,0,0,0.5454545454545454,6,1.1,skewed3
0,1,1,0,1,23,0,1,0,0.5217391304347826,6,1.1,skewed3
1,1,1,0,1,24,1,1,1,0.5416666666666666,6,1.1,skewed3
0,0,0,1,1,25,0,0,1,0.56,6,1.1,skewed3
1,0,0,1,1,26,1,1,1,0.5769230769230769,6,1.1,skewed3
0,1,0,1,1,27,0,1,0,0.5555555555555556,6,1.1,skewed3
1,1,0,1,1,28,1,0,0,0.5357142857142857,6,1.1,skewed3
0,0,1,1,1,29,0,0,1,0.5517241379310345,6,1.1,skewed3
1,0,1,1,1,30,1,0,0,0.5333333333333333,6,1.1,skewed3
0,1,1,1,1,31,0,0,1,0.5483870967741935,6,1.1,skewed3
1,1,1,1,1,32,1,0,0,0.53125,6,1.1,skewed3
0,0,0,0,0,1,0,0,1,1,6,1.1,skewed4
1,0,0,0,0,2,1,0,0,0.5,6,1.1,skewed4
0,1,0,0,0,3,0,1,0,0.3333333333333333,6,1.1,skewed4
1,1,0,0,0,4,1,1,1,0.5,6,1.1,skewed4
0,0,1,0,0,5,0,1,0,0.4,6,1.1,skewed4
1,0,1,0,0,6,1,1,1,0.5,6,1.1,skewed4
0,1,1,0,0,7,0,0,1,0.5714285714285714,6,1.1,skewed4
1,1,1,0,0,8,1,1,1,0.625,6,1.1,skewed4
0,0,0,1,0,9,0,1,0,0.5555555555555556,6,1.1,skewed4
1,0,0,1,0,10,1,1,1,0.6,6,1.1,skewed4
0,1,0,1,0,11,0,0,1,0.6363636363636364,6,1.1,skewed4
1,1,0,1,0,12,1,1,1,0.6666666666666666,6,1.1,skewed4
0,0,1,1,0,13,0,1,0,0.6153846153846154,6,1.1,skewed4
1,0,1,1,0,14,1,0,0,0.5714285714285714,6,1.1,skewed4
0,1,1,1,0,15,0,1,0,0.5333333333333333,6,1.1,skewed4
1,1,1,1,0,16,1,0,0,0.5,6,1.1,skewed4
0,0,0,0,1,17,0,1,0,0.47058823529411764,6,1.1,skewed4
1,0,0,0,1,18,1,1,1,0.5,6,1.1,skewed4
0,1,0,0,1,19,0,0,1,0.5263157894736842,6,1.1,skewed4
1,1,0,0,1,20,1,1,1,0.55,6,1.1,skewed4
0,0,1,0,1,21,0,0,1,0.5714285714285714,6,1.1,skewed4
1,0,1,0,1,22,1,0,0,0.5454545454545454,6,1.1,skewed4
0,1,1,0,1,23,0,1,0,0.5217391304347826,6,1.1,skewed4
1,1,1,0,1,24,1,1,1,0.5416666666666666,6,1.1,skewed4
0,0,0,1,1,25,0,0,1,0.56,6,1.1,skewed4
1,0,0,1,1,26,1,1,1,0.5769230769230769,6,1.1,skewed4
0,1,0,1,1,27,0,1,0,0.5555555555555556,6,1.1,skewed4
1,1,0,1,1,28,1,0,0,0.5357142857142857,6,1.1,skewed4
0,0,1,1,1,29,0,0,1,0.5517241379310345,6,1.1,skewed4
1,0,1,1,1,30,1,0,0,0.5333333333333333,6,1.1,skewed4
0,1,1,1,1,31,0,0,1,0.5483870967741935,6,1.1,skewed4
1,1,1,1,1,32,1,0,0,0.53125,6,1.1,skewed4
0,0,0,0,0,1,0,0,1,1,6,1.1,skewed5
1,0,0,0,0,2,1,0,0,0.5,6,1.1,skewed5
0,1,0,0,0,3,0,1,0,0.3333333333333333,6,1.1,skewed5
1,1,0,0,0,4,1,1,1,0.5,6,1.1,skewed5
0,0,1,0,0,5,0,1,0,0.4,6,1.1,skewed5
1,0,1,0,0,6,1,1,1,0.5,6,1.1,skewed5
0,1,1,0,0,7,0,0,1,0.5714285714285714,6,1.1,skewed5
1,1,1,0,0,8,1,1,1,0.625,6,1.1,skewed5
0,0,0,1,0,9,0,1,0,0.5555555555555556,6,1.1,skewed5
1,0,0,1,0,10,1,1,1,0.6,6,1.1,skewed5
0,1,0,1,0,11,0,0,1,0.6363636363636364,6,1.1,skewed5
1,1,0,1,0,12,1,1,1,0.6666666666666666,6,1.1,skewed5
0,0,1,1,0,13,0,1,0,0.6153846153846154,6,1.1,skewed5
1,0,1,1,0,14,1,0,0,0.5714285714285714,6,1.1,skewed5
0,1,1,1,0,15,0,1,0,0.5333333333333333,6,1.1,skewed5
1,1,1,1,0,16,1,0,0,0.5,6,1.1,skewed5
0,0,0,0,1,17,0,1,0,0.47058823529411764,6,1.1,skewed5
